task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,title_current,soc_code_2019,soc_code_2019_full,broad_occ,minor_occ_category,major_occ_category,physical,auto_aug_mean,pct_normalized,date,freq_mean,importance,relevance,task_prop,a_med_nat_2024,a_med_al_2024,a_med_ak_2024,a_med_az_2024,a_med_ar_2024,a_med_ca_2024,a_med_co_2024,a_med_ct_2024,a_med_de_2024,a_med_dc_2024,a_med_fl_2024,a_med_ga_2024,a_med_hi_2024,a_med_id_2024,a_med_il_2024,a_med_in_2024,a_med_ia_2024,a_med_ks_2024,a_med_ky_2024,a_med_la_2024,a_med_me_2024,a_med_md_2024,a_med_ma_2024,a_med_mi_2024,a_med_mn_2024,a_med_ms_2024,a_med_mo_2024,a_med_mt_2024,a_med_ne_2024,a_med_nv_2024,a_med_nh_2024,a_med_nj_2024,a_med_nm_2024,a_med_ny_2024,a_med_nc_2024,a_med_nd_2024,a_med_oh_2024,a_med_ok_2024,a_med_or_2024,a_med_pa_2024,a_med_ri_2024,a_med_sc_2024,a_med_sd_2024,a_med_tn_2024,a_med_tx_2024,a_med_ut_2024,a_med_vt_2024,a_med_va_2024,a_med_wa_2024,a_med_wv_2024,a_med_wi_2024,a_med_wy_2024,a_med_gu_2024,a_med_pr_2024,a_med_vi_2024,emp_tot_nat_2024,emp_tot_al_2024,emp_tot_ak_2024,emp_tot_az_2024,emp_tot_ar_2024,emp_tot_ca_2024,emp_tot_co_2024,emp_tot_ct_2024,emp_tot_de_2024,emp_tot_dc_2024,emp_tot_fl_2024,emp_tot_ga_2024,emp_tot_hi_2024,emp_tot_id_2024,emp_tot_il_2024,emp_tot_in_2024,emp_tot_ia_2024,emp_tot_ks_2024,emp_tot_ky_2024,emp_tot_la_2024,emp_tot_me_2024,emp_tot_md_2024,emp_tot_ma_2024,emp_tot_mi_2024,emp_tot_mn_2024,emp_tot_ms_2024,emp_tot_mo_2024,emp_tot_mt_2024,emp_tot_ne_2024,emp_tot_nv_2024,emp_tot_nh_2024,emp_tot_nj_2024,emp_tot_nm_2024,emp_tot_ny_2024,emp_tot_nc_2024,emp_tot_nd_2024,emp_tot_oh_2024,emp_tot_ok_2024,emp_tot_or_2024,emp_tot_pa_2024,emp_tot_ri_2024,emp_tot_sc_2024,emp_tot_sd_2024,emp_tot_tn_2024,emp_tot_tx_2024,emp_tot_ut_2024,emp_tot_vt_2024,emp_tot_va_2024,emp_tot_wa_2024,emp_tot_wv_2024,emp_tot_wi_2024,emp_tot_wy_2024,emp_tot_gu_2024,emp_tot_pr_2024,emp_tot_vi_2024
Compile data and create statistical reports on library usage.,compile data and create statistical reports on library usage,Maintain operational records.,Maintain operational records.,Documenting/Recording Information,Library Technicians,library technicians,25-4031.00,Library Technicians,25-4031,25-4031.00,Library Technicians,"Librarians, Curators, and Archivists",Educational Instruction and Library Occupations,False,5.0,0.001653893676334,2025-03-06,0.6174834615384615,3.47,71.83,1.096774193548387,39970.0,32910.0,46530.0,40330.0,30790.0,51290.0,44870.0,54550.0,46820.0,58780.0,38810.0,36650.0,44200.0,33700.0,43920.0,32420.0,37180.0,38990.0,30750.0,37210.0,41330.0,49340.0,49650.0,34320.0,47330.0,26080.0,37850.0,36140.0,37310.0,43490.0,47640.0,46730.0,36170.0,46700.0,44800.0,37770.0,35230.0,28490.0,46950.0,38150.0,46910.0,34860.0,28370.0,31660.0,37920.0,36630.0,43470.0,45140.0,57550.0,31080.0,33030.0,35570.0,39970.0,30620.0,39970.0,73770.0,510.00000000000006,220.0,770.0,440.0,7760.0,2560.0,950.0,190.0,460.0,3610.0,1880.0,130.0,520.0,2540.0,1750.0,1500.0,580.0,1300.0,1530.0,400.0,1470.0,1910.0,2230.0,1430.0,470.0,1420.0,430.0,640.0,480.0,240.0,1140.0,660.0,4070.0,2450.0,410.0,5090.0,600.0,1900.0,1820.0,140.0,860.0,500.0,500.0,5160.0,510.00000000000006,150.0,2690.0,1630.0,190.0,2780.0,200.0,30.0,310.0,16.0
Design posters and special displays to promote use of library facilities or specific reading programs at libraries.,design posters and special displays to promote use of library facilities or specific reading programs at libraries,Develop instructional materials.,Prepare informational or instructional materials.,Documenting/Recording Information,Library Technicians,library technicians,25-4031.00,Library Technicians,25-4031,25-4031.00,Library Technicians,"Librarians, Curators, and Archivists",Educational Instruction and Library Occupations,False,2.746,0.004270480115401,2025-03-06,0.1115503846153846,3.39,69.24,1.096774193548387,39970.0,32910.0,46530.0,40330.0,30790.0,51290.0,44870.0,54550.0,46820.0,58780.0,38810.0,36650.0,44200.0,33700.0,43920.0,32420.0,37180.0,38990.0,30750.0,37210.0,41330.0,49340.0,49650.0,34320.0,47330.0,26080.0,37850.0,36140.0,37310.0,43490.0,47640.0,46730.0,36170.0,46700.0,44800.0,37770.0,35230.0,28490.0,46950.0,38150.0,46910.0,34860.0,28370.0,31660.0,37920.0,36630.0,43470.0,45140.0,57550.0,31080.0,33030.0,35570.0,39970.0,30620.0,39970.0,73770.0,510.00000000000006,220.0,770.0,440.0,7760.0,2560.0,950.0,190.0,460.0,3610.0,1880.0,130.0,520.0,2540.0,1750.0,1500.0,580.0,1300.0,1530.0,400.0,1470.0,1910.0,2230.0,1430.0,470.0,1420.0,430.0,640.0,480.0,240.0,1140.0,660.0,4070.0,2450.0,410.0,5090.0,600.0,1900.0,1820.0,140.0,860.0,500.0,500.0,5160.0,510.00000000000006,150.0,2690.0,1630.0,190.0,2780.0,200.0,30.0,310.0,16.0
Issue identification cards to borrowers.,issue identification cards to borrowers,Distribute instructional or library materials.,"Distribute materials, supplies, or resources.",Monitoring and Controlling Resources,Library Technicians,library technicians,25-4031.00,Library Technicians,25-4031,25-4031.00,Library Technicians,"Librarians, Curators, and Archivists",Educational Instruction and Library Occupations,True,2.472,0.0004592544560889,2025-03-06,1.4594834615384615,3.99,63.39,1.096774193548387,39970.0,32910.0,46530.0,40330.0,30790.0,51290.0,44870.0,54550.0,46820.0,58780.0,38810.0,36650.0,44200.0,33700.0,43920.0,32420.0,37180.0,38990.0,30750.0,37210.0,41330.0,49340.0,49650.0,34320.0,47330.0,26080.0,37850.0,36140.0,37310.0,43490.0,47640.0,46730.0,36170.0,46700.0,44800.0,37770.0,35230.0,28490.0,46950.0,38150.0,46910.0,34860.0,28370.0,31660.0,37920.0,36630.0,43470.0,45140.0,57550.0,31080.0,33030.0,35570.0,39970.0,30620.0,39970.0,73770.0,510.00000000000006,220.0,770.0,440.0,7760.0,2560.0,950.0,190.0,460.0,3610.0,1880.0,130.0,520.0,2540.0,1750.0,1500.0,580.0,1300.0,1530.0,400.0,1470.0,1910.0,2230.0,1430.0,470.0,1420.0,430.0,640.0,480.0,240.0,1140.0,660.0,4070.0,2450.0,410.0,5090.0,600.0,1900.0,1820.0,140.0,860.0,500.0,500.0,5160.0,510.00000000000006,150.0,2690.0,1630.0,190.0,2780.0,200.0,30.0,310.0,16.0
Review subject matter of materials to be classified and select classification numbers and headings according to classification systems.,review subject matter of materials to be classified and select classification numbers and headings according to classification systems,Classify materials according to standard systems.,Perform administrative or clerical activities.,Performing Administrative Activities,Library Technicians,library technicians,25-4031.00,Library Technicians,25-4031,25-4031.00,Library Technicians,"Librarians, Curators, and Archivists",Educational Instruction and Library Occupations,False,5.0,0.0072335641269571,2025-03-06,0.5614930769230769,3.74,46.06,1.096774193548387,39970.0,32910.0,46530.0,40330.0,30790.0,51290.0,44870.0,54550.0,46820.0,58780.0,38810.0,36650.0,44200.0,33700.0,43920.0,32420.0,37180.0,38990.0,30750.0,37210.0,41330.0,49340.0,49650.0,34320.0,47330.0,26080.0,37850.0,36140.0,37310.0,43490.0,47640.0,46730.0,36170.0,46700.0,44800.0,37770.0,35230.0,28490.0,46950.0,38150.0,46910.0,34860.0,28370.0,31660.0,37920.0,36630.0,43470.0,45140.0,57550.0,31080.0,33030.0,35570.0,39970.0,30620.0,39970.0,73770.0,510.00000000000006,220.0,770.0,440.0,7760.0,2560.0,950.0,190.0,460.0,3610.0,1880.0,130.0,520.0,2540.0,1750.0,1500.0,580.0,1300.0,1530.0,400.0,1470.0,1910.0,2230.0,1430.0,470.0,1420.0,430.0,640.0,480.0,240.0,1140.0,660.0,4070.0,2450.0,410.0,5090.0,600.0,1900.0,1820.0,140.0,860.0,500.0,500.0,5160.0,510.00000000000006,150.0,2690.0,1630.0,190.0,2780.0,200.0,30.0,310.0,16.0
Process interlibrary loans for patrons.,process interlibrary loans for patrons,Process library materials.,Perform administrative or clerical activities.,Performing Administrative Activities,Library Technicians,library technicians,25-4031.00,Library Technicians,25-4031,25-4031.00,Library Technicians,"Librarians, Curators, and Archivists",Educational Instruction and Library Occupations,True,2.565,0.0013598553990991,2025-03-06,1.7994876923076923,3.74,58.47,1.096774193548387,39970.0,32910.0,46530.0,40330.0,30790.0,51290.0,44870.0,54550.0,46820.0,58780.0,38810.0,36650.0,44200.0,33700.0,43920.0,32420.0,37180.0,38990.0,30750.0,37210.0,41330.0,49340.0,49650.0,34320.0,47330.0,26080.0,37850.0,36140.0,37310.0,43490.0,47640.0,46730.0,36170.0,46700.0,44800.0,37770.0,35230.0,28490.0,46950.0,38150.0,46910.0,34860.0,28370.0,31660.0,37920.0,36630.0,43470.0,45140.0,57550.0,31080.0,33030.0,35570.0,39970.0,30620.0,39970.0,73770.0,510.00000000000006,220.0,770.0,440.0,7760.0,2560.0,950.0,190.0,460.0,3610.0,1880.0,130.0,520.0,2540.0,1750.0,1500.0,580.0,1300.0,1530.0,400.0,1470.0,1910.0,2230.0,1430.0,470.0,1420.0,430.0,640.0,480.0,240.0,1140.0,660.0,4070.0,2450.0,410.0,5090.0,600.0,1900.0,1820.0,140.0,860.0,500.0,500.0,5160.0,510.00000000000006,150.0,2690.0,1630.0,190.0,2780.0,200.0,30.0,310.0,16.0
"Order all print and non-print library materials, checking prices, figuring costs, preparing order slips, and making payments.",order all print and nonprint library materials checking prices figuring costs preparing order slips and making payments,Order instructional or library materials or equipment.,Purchase goods or services.,Monitoring and Controlling Resources,Library Technicians,library technicians,25-4031.00,Library Technicians,25-4031,25-4031.00,Library Technicians,"Librarians, Curators, and Archivists",Educational Instruction and Library Occupations,False,2.669,0.0005441238819702,2025-03-06,0.4813053846153846,3.71,39.94,1.096774193548387,39970.0,32910.0,46530.0,40330.0,30790.0,51290.0,44870.0,54550.0,46820.0,58780.0,38810.0,36650.0,44200.0,33700.0,43920.0,32420.0,37180.0,38990.0,30750.0,37210.0,41330.0,49340.0,49650.0,34320.0,47330.0,26080.0,37850.0,36140.0,37310.0,43490.0,47640.0,46730.0,36170.0,46700.0,44800.0,37770.0,35230.0,28490.0,46950.0,38150.0,46910.0,34860.0,28370.0,31660.0,37920.0,36630.0,43470.0,45140.0,57550.0,31080.0,33030.0,35570.0,39970.0,30620.0,39970.0,73770.0,510.00000000000006,220.0,770.0,440.0,7760.0,2560.0,950.0,190.0,460.0,3610.0,1880.0,130.0,520.0,2540.0,1750.0,1500.0,580.0,1300.0,1530.0,400.0,1470.0,1910.0,2230.0,1430.0,470.0,1420.0,430.0,640.0,480.0,240.0,1140.0,660.0,4070.0,2450.0,410.0,5090.0,600.0,1900.0,1820.0,140.0,860.0,500.0,500.0,5160.0,510.00000000000006,150.0,2690.0,1630.0,190.0,2780.0,200.0,30.0,310.0,16.0
Retrieve information from central databases for storage in a library's computer.,retrieve information from central databases for storage in a librarys computer,Process library materials.,Perform administrative or clerical activities.,Performing Administrative Activities,Library Technicians,library technicians,25-4031.00,Library Technicians,25-4031,25-4031.00,Library Technicians,"Librarians, Curators, and Archivists",Educational Instruction and Library Occupations,False,2.565,0.0167698095270484,2025-03-06,2.0699665384615384,3.63,48.95,1.096774193548387,39970.0,32910.0,46530.0,40330.0,30790.0,51290.0,44870.0,54550.0,46820.0,58780.0,38810.0,36650.0,44200.0,33700.0,43920.0,32420.0,37180.0,38990.0,30750.0,37210.0,41330.0,49340.0,49650.0,34320.0,47330.0,26080.0,37850.0,36140.0,37310.0,43490.0,47640.0,46730.0,36170.0,46700.0,44800.0,37770.0,35230.0,28490.0,46950.0,38150.0,46910.0,34860.0,28370.0,31660.0,37920.0,36630.0,43470.0,45140.0,57550.0,31080.0,33030.0,35570.0,39970.0,30620.0,39970.0,73770.0,510.00000000000006,220.0,770.0,440.0,7760.0,2560.0,950.0,190.0,460.0,3610.0,1880.0,130.0,520.0,2540.0,1750.0,1500.0,580.0,1300.0,1530.0,400.0,1470.0,1910.0,2230.0,1430.0,470.0,1420.0,430.0,640.0,480.0,240.0,1140.0,660.0,4070.0,2450.0,410.0,5090.0,600.0,1900.0,1820.0,140.0,860.0,500.0,500.0,5160.0,510.00000000000006,150.0,2690.0,1630.0,190.0,2780.0,200.0,30.0,310.0,16.0
"Verify bibliographical data for materials, including author, title, publisher, publication date, and edition.",verify bibliographical data for materials including author title publisher publication date and edition,Process library materials.,Perform administrative or clerical activities.,Performing Administrative Activities,Library Technicians,library technicians,25-4031.00,Library Technicians,25-4031,25-4031.00,Library Technicians,"Librarians, Curators, and Archivists",Educational Instruction and Library Occupations,False,5.0,0.0040432698010835,2025-03-06,1.095296153846154,3.57,44.33,1.096774193548387,39970.0,32910.0,46530.0,40330.0,30790.0,51290.0,44870.0,54550.0,46820.0,58780.0,38810.0,36650.0,44200.0,33700.0,43920.0,32420.0,37180.0,38990.0,30750.0,37210.0,41330.0,49340.0,49650.0,34320.0,47330.0,26080.0,37850.0,36140.0,37310.0,43490.0,47640.0,46730.0,36170.0,46700.0,44800.0,37770.0,35230.0,28490.0,46950.0,38150.0,46910.0,34860.0,28370.0,31660.0,37920.0,36630.0,43470.0,45140.0,57550.0,31080.0,33030.0,35570.0,39970.0,30620.0,39970.0,73770.0,510.00000000000006,220.0,770.0,440.0,7760.0,2560.0,950.0,190.0,460.0,3610.0,1880.0,130.0,520.0,2540.0,1750.0,1500.0,580.0,1300.0,1530.0,400.0,1470.0,1910.0,2230.0,1430.0,470.0,1420.0,430.0,640.0,480.0,240.0,1140.0,660.0,4070.0,2450.0,410.0,5090.0,600.0,1900.0,1820.0,140.0,860.0,500.0,500.0,5160.0,510.00000000000006,150.0,2690.0,1630.0,190.0,2780.0,200.0,30.0,310.0,16.0
"Plan and conduct children's programs, community outreach programs, and other specialized programs, such as library tours.",plan and conduct childrens programs community outreach programs and other specialized programs such as library tours,Plan community programs or activities for the general public.,Plan events or programs.,"Organizing, Planning, and Prioritizing Work",Library Technicians,library technicians,25-4031.00,Library Technicians,25-4031,25-4031.00,Library Technicians,"Librarians, Curators, and Archivists",Educational Instruction and Library Occupations,True,2.669,0.0003094434514501,2025-03-06,0.99278,3.54,35.69,1.096774193548387,39970.0,32910.0,46530.0,40330.0,30790.0,51290.0,44870.0,54550.0,46820.0,58780.0,38810.0,36650.0,44200.0,33700.0,43920.0,32420.0,37180.0,38990.0,30750.0,37210.0,41330.0,49340.0,49650.0,34320.0,47330.0,26080.0,37850.0,36140.0,37310.0,43490.0,47640.0,46730.0,36170.0,46700.0,44800.0,37770.0,35230.0,28490.0,46950.0,38150.0,46910.0,34860.0,28370.0,31660.0,37920.0,36630.0,43470.0,45140.0,57550.0,31080.0,33030.0,35570.0,39970.0,30620.0,39970.0,73770.0,510.00000000000006,220.0,770.0,440.0,7760.0,2560.0,950.0,190.0,460.0,3610.0,1880.0,130.0,520.0,2540.0,1750.0,1500.0,580.0,1300.0,1530.0,400.0,1470.0,1910.0,2230.0,1430.0,470.0,1420.0,430.0,640.0,480.0,240.0,1140.0,660.0,4070.0,2450.0,410.0,5090.0,600.0,1900.0,1820.0,140.0,860.0,500.0,500.0,5160.0,510.00000000000006,150.0,2690.0,1630.0,190.0,2780.0,200.0,30.0,310.0,16.0
Organize and maintain periodicals and reference materials.,organize and maintain periodicals and reference materials,Organize informational materials.,Prepare informational or instructional materials.,Documenting/Recording Information,Library Technicians,library technicians,25-4031.00,Library Technicians,25-4031,25-4031.00,Library Technicians,"Librarians, Curators, and Archivists",Educational Instruction and Library Occupations,True,5.0,0.0073340211467236,2025-03-06,0.6428530769230769,3.45,56.54,1.096774193548387,39970.0,32910.0,46530.0,40330.0,30790.0,51290.0,44870.0,54550.0,46820.0,58780.0,38810.0,36650.0,44200.0,33700.0,43920.0,32420.0,37180.0,38990.0,30750.0,37210.0,41330.0,49340.0,49650.0,34320.0,47330.0,26080.0,37850.0,36140.0,37310.0,43490.0,47640.0,46730.0,36170.0,46700.0,44800.0,37770.0,35230.0,28490.0,46950.0,38150.0,46910.0,34860.0,28370.0,31660.0,37920.0,36630.0,43470.0,45140.0,57550.0,31080.0,33030.0,35570.0,39970.0,30620.0,39970.0,73770.0,510.00000000000006,220.0,770.0,440.0,7760.0,2560.0,950.0,190.0,460.0,3610.0,1880.0,130.0,520.0,2540.0,1750.0,1500.0,580.0,1300.0,1530.0,400.0,1470.0,1910.0,2230.0,1430.0,470.0,1420.0,430.0,640.0,480.0,240.0,1140.0,660.0,4070.0,2450.0,410.0,5090.0,600.0,1900.0,1820.0,140.0,860.0,500.0,500.0,5160.0,510.00000000000006,150.0,2690.0,1630.0,190.0,2780.0,200.0,30.0,310.0,16.0
Compose explanatory summaries of contents of books and other reference materials.,compose explanatory summaries of contents of books and other reference materials,"Write articles, books or other original materials in area of expertise.",Write material for artistic or commercial purposes.,Documenting/Recording Information,Library Technicians,library technicians,25-4031.00,Library Technicians,25-4031,25-4031.00,Library Technicians,"Librarians, Curators, and Archivists",Educational Instruction and Library Occupations,False,3.9728419010669263,0.0690099820151201,2025-03-06,0.9634915384615385,3.14,31.68,1.096774193548387,39970.0,32910.0,46530.0,40330.0,30790.0,51290.0,44870.0,54550.0,46820.0,58780.0,38810.0,36650.0,44200.0,33700.0,43920.0,32420.0,37180.0,38990.0,30750.0,37210.0,41330.0,49340.0,49650.0,34320.0,47330.0,26080.0,37850.0,36140.0,37310.0,43490.0,47640.0,46730.0,36170.0,46700.0,44800.0,37770.0,35230.0,28490.0,46950.0,38150.0,46910.0,34860.0,28370.0,31660.0,37920.0,36630.0,43470.0,45140.0,57550.0,31080.0,33030.0,35570.0,39970.0,30620.0,39970.0,73770.0,510.00000000000006,220.0,770.0,440.0,7760.0,2560.0,950.0,190.0,460.0,3610.0,1880.0,130.0,520.0,2540.0,1750.0,1500.0,580.0,1300.0,1530.0,400.0,1470.0,1910.0,2230.0,1430.0,470.0,1420.0,430.0,640.0,480.0,240.0,1140.0,660.0,4070.0,2450.0,410.0,5090.0,600.0,1900.0,1820.0,140.0,860.0,500.0,500.0,5160.0,510.00000000000006,150.0,2690.0,1630.0,190.0,2780.0,200.0,30.0,310.0,16.0
Compile bibliographies and prepare abstracts on subjects of interest to particular organizations or groups.,compile bibliographies and prepare abstracts on subjects of interest to particular organizations or groups,Compile specialized bibliographies or lists of materials.,"Compile records, documentation, or other data.",Processing Information,Library Technicians,library technicians,25-4031.00,Library Technicians,25-4031,25-4031.00,Library Technicians,"Librarians, Curators, and Archivists",Educational Instruction and Library Occupations,False,3.609442060085837,0.014534827184035,2025-03-06,0.0577165384615384,2.5,39.48,1.096774193548387,39970.0,32910.0,46530.0,40330.0,30790.0,51290.0,44870.0,54550.0,46820.0,58780.0,38810.0,36650.0,44200.0,33700.0,43920.0,32420.0,37180.0,38990.0,30750.0,37210.0,41330.0,49340.0,49650.0,34320.0,47330.0,26080.0,37850.0,36140.0,37310.0,43490.0,47640.0,46730.0,36170.0,46700.0,44800.0,37770.0,35230.0,28490.0,46950.0,38150.0,46910.0,34860.0,28370.0,31660.0,37920.0,36630.0,43470.0,45140.0,57550.0,31080.0,33030.0,35570.0,39970.0,30620.0,39970.0,73770.0,510.00000000000006,220.0,770.0,440.0,7760.0,2560.0,950.0,190.0,460.0,3610.0,1880.0,130.0,520.0,2540.0,1750.0,1500.0,580.0,1300.0,1530.0,400.0,1470.0,1910.0,2230.0,1430.0,470.0,1420.0,430.0,640.0,480.0,240.0,1140.0,660.0,4070.0,2450.0,410.0,5090.0,600.0,1900.0,1820.0,140.0,860.0,500.0,500.0,5160.0,510.00000000000006,150.0,2690.0,1630.0,190.0,2780.0,200.0,30.0,310.0,16.0
"Advise farmers and demonstrate techniques in areas such as feeding and health maintenance of livestock, growing and harvesting practices, and financial planning.",advise farmers and demonstrate techniques in areas such as feeding and health maintenance of livestock growing and harvesting practices and financial planning,"Advise educators on curricula, instructional methods, or policies.",Advise others on educational or vocational matters.,Providing Consultation and Advice to Others,Farm and Home Management Advisors,farm and home management advisors,25-9021.00,Farm and Home Management Educators,25-9021,25-9021.00,Farm and Home Management Educators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,True,2.565,0.000523981133259,2025-03-06,0.3538461538461538,4.28,96.15,1.0,58120.0,60060.0,58120.0,58120.0,49340.0,98810.0,63560.0,58120.0,62640.0,58120.0,56610.0,31760.0,47590.0,103430.0,58120.0,63080.0,52000.0,62560.0,57920.0,58120.0,61860.0,76790.0,58120.0,62410.0,58120.0,58120.0,58120.0,62920.0,66270.0,58120.0,58120.0,58120.0,62400.0,45280.0,62570.0,60910.0,58120.0,58120.0,85230.0,52060.0,58120.0,58120.0,64330.0,58120.0,34110.0,58120.0,58120.0,62960.0,62460.0,47640.0,58640.0,57040.0,58120.0,52950.0,58120.0,10260.0,260.0,21.0,211.0,200.0,140.0,70.0,111.0,60.0,47.0,2900.0,210.0,41.0,70.0,401.0,370.0,360.0,310.0,430.0,126.0,70.0,160.0,241.0,330.0,193.0,77.0,193.0,90.0,120.0,101.0,45.0,281.0,110.0,70.0,750.0,70.0,365.0,112.0,130.0,440.0,33.0,150.0,60.0,216.0,480.0,113.0,20.0,600.0,40.0,90.0,670.0,120.0,4.0,560.0,2.0
"Conduct classes or deliver lectures on subjects such as nutrition, home management, and farming techniques.",conduct classes or deliver lectures on subjects such as nutrition home management and farming techniques,Teach life skills.,Teach life skills.,Training and Teaching Others,Farm and Home Management Advisors,farm and home management advisors,25-9021.00,Farm and Home Management Educators,25-9021,25-9021.00,Farm and Home Management Educators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,False,2.249,0.0010469964208445,2025-03-06,0.1445726923076923,4.27,96.3,1.0,58120.0,60060.0,58120.0,58120.0,49340.0,98810.0,63560.0,58120.0,62640.0,58120.0,56610.0,31760.0,47590.0,103430.0,58120.0,63080.0,52000.0,62560.0,57920.0,58120.0,61860.0,76790.0,58120.0,62410.0,58120.0,58120.0,58120.0,62920.0,66270.0,58120.0,58120.0,58120.0,62400.0,45280.0,62570.0,60910.0,58120.0,58120.0,85230.0,52060.0,58120.0,58120.0,64330.0,58120.0,34110.0,58120.0,58120.0,62960.0,62460.0,47640.0,58640.0,57040.0,58120.0,52950.0,58120.0,10260.0,260.0,21.0,211.0,200.0,140.0,70.0,111.0,60.0,47.0,2900.0,210.0,41.0,70.0,401.0,370.0,360.0,310.0,430.0,126.0,70.0,160.0,241.0,330.0,193.0,77.0,193.0,90.0,120.0,101.0,45.0,281.0,110.0,70.0,750.0,70.0,365.0,112.0,130.0,440.0,33.0,150.0,60.0,216.0,480.0,113.0,20.0,600.0,40.0,90.0,670.0,120.0,4.0,560.0,2.0
Collaborate with producers to diagnose and prevent management and production problems.,collaborate with producers to diagnose and prevent management and production problems,Confer with others to conduct or arrange operational activities.,Communicate with others about operational plans or activities.,"Communicating with Supervisors, Peers, or Subordinates",Farm and Home Management Advisors,farm and home management advisors,25-9021.00,Farm and Home Management Educators,25-9021,25-9021.00,Farm and Home Management Educators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,False,2.472,0.0003406563735408,2025-03-06,0.5377876923076923,4.24,96.3,1.0,58120.0,60060.0,58120.0,58120.0,49340.0,98810.0,63560.0,58120.0,62640.0,58120.0,56610.0,31760.0,47590.0,103430.0,58120.0,63080.0,52000.0,62560.0,57920.0,58120.0,61860.0,76790.0,58120.0,62410.0,58120.0,58120.0,58120.0,62920.0,66270.0,58120.0,58120.0,58120.0,62400.0,45280.0,62570.0,60910.0,58120.0,58120.0,85230.0,52060.0,58120.0,58120.0,64330.0,58120.0,34110.0,58120.0,58120.0,62960.0,62460.0,47640.0,58640.0,57040.0,58120.0,52950.0,58120.0,10260.0,260.0,21.0,211.0,200.0,140.0,70.0,111.0,60.0,47.0,2900.0,210.0,41.0,70.0,401.0,370.0,360.0,310.0,430.0,126.0,70.0,160.0,241.0,330.0,193.0,77.0,193.0,90.0,120.0,101.0,45.0,281.0,110.0,70.0,750.0,70.0,365.0,112.0,130.0,440.0,33.0,150.0,60.0,216.0,480.0,113.0,20.0,600.0,40.0,90.0,670.0,120.0,4.0,560.0,2.0
Research information requested by farmers.,research information requested by farmers,Search information sources to find specific data.,Gather information from physical or electronic sources.,Getting Information,Farm and Home Management Advisors,farm and home management advisors,25-9021.00,Farm and Home Management Educators,25-9021,25-9021.00,Farm and Home Management Educators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,False,2.935,0.1013742913895661,2025-03-06,0.6342046153846155,4.08,96.3,1.0,58120.0,60060.0,58120.0,58120.0,49340.0,98810.0,63560.0,58120.0,62640.0,58120.0,56610.0,31760.0,47590.0,103430.0,58120.0,63080.0,52000.0,62560.0,57920.0,58120.0,61860.0,76790.0,58120.0,62410.0,58120.0,58120.0,58120.0,62920.0,66270.0,58120.0,58120.0,58120.0,62400.0,45280.0,62570.0,60910.0,58120.0,58120.0,85230.0,52060.0,58120.0,58120.0,64330.0,58120.0,34110.0,58120.0,58120.0,62960.0,62460.0,47640.0,58640.0,57040.0,58120.0,52950.0,58120.0,10260.0,260.0,21.0,211.0,200.0,140.0,70.0,111.0,60.0,47.0,2900.0,210.0,41.0,70.0,401.0,370.0,360.0,310.0,430.0,126.0,70.0,160.0,241.0,330.0,193.0,77.0,193.0,90.0,120.0,101.0,45.0,281.0,110.0,70.0,750.0,70.0,365.0,112.0,130.0,440.0,33.0,150.0,60.0,216.0,480.0,113.0,20.0,600.0,40.0,90.0,670.0,120.0,4.0,560.0,2.0
Act as an advocate for farmers or farmers' groups.,act as an advocate for farmers or farmers groups,Advocate for individual or community needs.,Advocate for individual or community needs.,Selling or Influencing Others,Farm and Home Management Advisors,farm and home management advisors,25-9021.00,Farm and Home Management Educators,25-9021,25-9021.00,Farm and Home Management Educators,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,False,2.249,0.0043609444078348,2025-03-06,0.5573857692307692,4.0,85.19,1.0,58120.0,60060.0,58120.0,58120.0,49340.0,98810.0,63560.0,58120.0,62640.0,58120.0,56610.0,31760.0,47590.0,103430.0,58120.0,63080.0,52000.0,62560.0,57920.0,58120.0,61860.0,76790.0,58120.0,62410.0,58120.0,58120.0,58120.0,62920.0,66270.0,58120.0,58120.0,58120.0,62400.0,45280.0,62570.0,60910.0,58120.0,58120.0,85230.0,52060.0,58120.0,58120.0,64330.0,58120.0,34110.0,58120.0,58120.0,62960.0,62460.0,47640.0,58640.0,57040.0,58120.0,52950.0,58120.0,10260.0,260.0,21.0,211.0,200.0,140.0,70.0,111.0,60.0,47.0,2900.0,210.0,41.0,70.0,401.0,370.0,360.0,310.0,430.0,126.0,70.0,160.0,241.0,330.0,193.0,77.0,193.0,90.0,120.0,101.0,45.0,281.0,110.0,70.0,750.0,70.0,365.0,112.0,130.0,440.0,33.0,150.0,60.0,216.0,480.0,113.0,20.0,600.0,40.0,90.0,670.0,120.0,4.0,560.0,2.0
